station_name,station_id,index_nbr,latitude,longitude,obs_rems
BOKYRDAK,264293383,38773,38 45 00N,058 28 00E,GOS
BOL' SHERETZK,264292711,32562,52 50 00N,156 18 00E,GOS
BOL'SAJA GLUSCICA,264292721,35001,52 23 00N,050 28 00E,"GOS, RBSN(S)"
BOL'SHAJA MURTA,264292053,29471,56 53 42N,093 09 52E,"GOS, RBSN(S)"
BOL'SHERECH'E,264291911,28593,56 05 40N,074 36 36E,"GOS, RBSN(S)"
BOL'SHOJ SHANTAR,264292487,31174,54 50 00N,137 32 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOL'SIE UKI,264291885,28491,56 56 00N,072 40 00E,"GOS, RBSN(S)"
BOL'SOJ ULUJ,264292049,29464,56 39 22N,090 35 19E,"GOS, RBSN(S)"
BOL-BERIM,264285193,64702,13 26 00N,014 44 00E,"A, GOS, CLIMAT(C), RBCN"
BOLAMA,264285705,61769,11 35 00N,015 29 00W,"GOS, CLIMAT(C), RBSN(S)"
BOLANGIR,264288995,42963,20 42 00N,083 30 00E,GOS
BOLE,264285637,65416,09 02 00N,002 29 00W,"GOS, RBCN, RBSN(S)"
BOLEPI HOUSE,264286463,68261,25 48 34S,028 15 23E,GOS
BOLERO,264285873,67424,10 58 00S,033 44 00E,"A, GOS"
BOLIVAR AERO,264293767,87640,36 12 00S,061 04 00W,"A, GOS, CLIMAT(C), RBCN"
BOLLENE-RADAR,264304651,7569,44 19 23N,004 45 44E,"RADAR, GOS, WRO"
BOLLON MARY ST,264300327,94513,28 02 01S,147 28 49E,GOS
BOLNISI,264304789,37621,41 27 04N,044 33 33E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOLOGNA,264305789,16132,44 31 39N,011 17 19E,GOS
BOLOGNA/BORGO PANIGALE,264305799,16140,44 31 51N,011 17 49E,"A, GOS"
BOLOGOE,264307839,26298,57 53 00N,034 02 00E,"GOS, RBSN(ST)"
BOLOTNOE,264292067,29539,55 40 00N,084 24 00E,GOS
BOLTENHAGEN,264304857,10161,54 00 10N,011 11 27E,"C, GOS, CLIMAT(C)"
BOLTIGEN,264309483,6733,46 37 25N,007 23 03E,GOS
BOLU,264309759,17070,40 44 00N,031 36 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOLUNGAVIK,264305527,4005,66 09 00N,023 15 00W,"C, GOS, RBSN(S)"
BOLZANO,264305689,16020,46 27 37N,011 19 35E,"A, GOS"
BOM DESPACHO,264294769,83533,19 43 00S,045 22 00W,GOS
BOM JESUS,264295079,83919,28 40 00S,050 26 00W,"GOS, RBSN(S)"
BOM JESUS DA LAPA (83288-0),264294621,83288,13 16 00S,043 25 00W,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
BOM JESUS DA LAPA (86672-0),264295247,86672,13 16 00S,043 25 02W,GOS
BOM JESUS DA LAPA (AERO),264294623,83289,13 16 00S,043 25 00W,"A, GOS"
BOM JESUS DO PIAUI (81987-0),264294153,81987,09 05 00S,044 19 35W,GOS
BOM JESUS DO PIAUI (82975-0),264294483,82975,09 04 00S,044 22 00W,GOS
BOMA,264285319,64204,05 51 00S,013 06 00E,"A, GOS"
BOMBALA (THERRY STREET),264300891,94928,36 54 41S,149 14 16E,GOS
BOMBALA AWS,264300893,94929,37 00 06S,149 14 01E,GOS
BOMBAY / COLABA,264289049,43057,18 54 00N,072 49 00E,"C, HU/FC, GOS, CLIMAT(C), RBCN"
BOMBAY / JUHU,264289013,43002,19 07 00N,072 50 00E,"A, GOS"
BOMBAY / SANTACRUZ,264289015,43003,19 07 00N,072 51 00E,"A, R, WN, WR, WT, GOS, RBSN(ST)"
BOMDILA,264288541,42305,27 25 00N,092 51 00E,GOS
BOMNAK,264292489,31253,54 43 00N,128 52 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BONAPARTE POINT,264310603,89269,64 47 00S,064 04 00W,"GOS, ANTON, CLIMAT(C)"
"BONAVISTA, NFLD",264296703,71178,48 40 02N,053 06 51W,"GOS, RBSN(S)"
BONDO,264285271,64021,03 48 00N,023 49 00E,GOS
BONDOUKOU,264285375,65545,08 03 00N,002 47 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BONIFATI (16336-0),264305949,16336,39 35 05N,015 53 27E,GOS
BONIFATI (16337-0),264305951,16337,39 35 05N,015 53 29E,"C, GOS"
"BONILLA ISLAND (AUT), BC",264297265,71484,53 29 34N,130 38 20W,GOS
BONN-ROLEBER,264305041,10519,50 44 06N,007 11 35E,"GOS, CLIMAT(C)"
"BONNARD 1, QUE",264297077,71383,50 43 44N,071 00 47W,GOS
BONTHE,264286377,61866,07 32 00N,012 30 00W,"A, GOS, CLIMAT(C)"
BOOSTEDT (RADAR),264304839,10132,54 00 15N,010 02 49E,"RADAR, GOS, WRO"
BOR,264291505,23884,61 34 50N,090 01 50E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
BORA-BORA-MOTU-AERO,264301577,91929,16 26 43S,151 45 07W,"A, C, GOS, CLIMAT(C), GSN, RBCN, RBSN(S)"
BORAMA,264286393,63150,09 57 00N,043 11 00E,"GOS, RBCN, RBSN(S)"
BORDEAUX MERIGNAC,264304629,7510,44 49 50N,000 41 29W,"A, R, RADAR, GOS, CLIMAT(C), RBCN, RBSN(ST), WRO"
"BORDEN AWOS, ONT",264297361,71534,44 16 20N,079 54 42W,GOS
BORDJ EL BAHRI,264284751,60376,36 47 00N,003 15 00E,GOS
BORDJ HAOUS,264284907,60664,24 50 00N,008 19 00E,GOS
BORDJ-BADJ-MOKHTAR,264284931,60686,21 20 00N,000 57 00E,"A, GOS, CLIMAT(C), RBSN(S)"
BORDJ-BOU-ARRERIDJ,264284787,60444,36 04 00N,004 40 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BORISOGLEBSK,264308145,34146,51 22 00N,042 05 00E,GOS
BORISOV,264303411,26759,54 15 56N,028 29 52E,GOS
BORLANGE,264309035,2435,60 25 45N,015 30 03E,"A, GOS, RBSN(S)"
BORNHOLMS LUFTHAVN,264303959,6190,55 04 04N,014 44 58E,"A, C, GOS, CLIMAT(C), RBCN"
BOROD,264307337,15095,46 59 37N,022 35 25E,GOS
BOROMO,264285103,65516,11 44 00N,002 55 00W,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BORONGAN,264302467,98553,11 39 39N,125 26 37E,GOS
BOROVICI,264307837,26291,58 25 00N,033 54 00E,GOS
BORRIS,264303877,6082,55 57 33N,008 37 27E,GOS
BORROLOOLA,264299989,94152,16 04 33S,136 18 15E,"A, GOS"
BORTNAN,264308975,2319,62 45 21N,013 50 45E,GOS
BORYEONG,264290563,47150,36 19 38N,126 33 27E,"C, GOS"
BORYSPIL',264310025,33347,50 20 00N,030 58 00E,GOS
BORZYA,264292441,30965,50 24 00N,116 31 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
BOSASO,264286407,63210,11 17 00N,049 11 00E,"A, GOS, RBCN, RBSN(S)"
BOSCOMBE DOWN,264310433,3746,51 09 42N,001 45 17W,"A, GOS"
BOSSANGOA,264285167,64610,06 29 00N,017 26 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOSSEMBELE,264285165,64605,05 16 00N,017 38 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
"BOSTON/LOGAN INT., MA.",264299339,72509,42 22 00N,071 02 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BOTEV VRAH (TOP/SOMMET),264303601,15627,42 40 00N,024 50 00E,"M, GOS"
BOTIEVE,264310207,34708,46 41 00N,035 51 00E,GOS
BOTOSANI,264307303,15020,47 44 08N,026 38 44E,"AGRIMET, GOS"
BOU-SAADA,264284815,60515,35 20 00N,004 12 00E,"GOS, CLIMAT(C), RBCN"
BOUAKE,264285379,65555,07 44 00N,005 04 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BOUAR,264285163,64601,05 58 00N,015 38 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BOUARFA,264286049,60200,32 34 00N,001 57 00W,"GOS, RBSN(S)"
BOUGAINVILLE REEF,264301011,95288,15 29 16S,147 07 06E,"C, GOS"
BOUGOUNI,264285951,61296,11 25 00N,007 30 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOULIA AIRPORT,264300159,94333,22 54 42S,139 54 14E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BOULMER,264310309,3240,55 25 15N,001 36 05W,"A, C, GOS, RBSN(S)"
BOULOGNE,264304407,7002,50 43 57N,001 35 59E,"C, GOS"
BOUNNEUA,264290703,48921,21 38 00N,101 53 00E,"A, GOS"
BOURG ST-MAURICE,264304623,7497,45 36 46N,006 45 48E,GOS
BOURGES,264304541,7255,47 03 33N,002 21 35E,"A, RADAR, GOS, GSN, CLIMAT(C), RBCN, RBSN(S), WRO"
BOURKE AIRPORT AWS,264300575,94703,30 02 10S,145 57 08E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOUSSO,264285195,64705,10 29 00N,016 43 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOUSSON VALLE DI SUSA,264305711,16058,44 56 02N,006 49 20E,GOS
BOUTILIMIT,264285969,61461,17 32 00N,014 41 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BOUVERET,264309441,6709,46 23 36N,006 51 25E,GOS
BOUVET ISLAND,264286315,68992,54 24 00S,003 17 00E,"GOS, ANTON, CLIMAT(C), RBCN, RBSN(S)"
BOUZAREAH,264284747,60372,36 47 00N,003 00 00E,GOS
"BOW ISLAND IRRIGATION AGDM, ALTA",264297335,71519,49 52 00N,111 23 00W,GOS
"BOW ISLAND, ALTA",264296797,71231,49 44 03N,111 27 01W,GOS
"BOW VALLEY, ALTA",264296799,71232,51 05 00N,115 04 00W,GOS
BOWEN AIRPORT,264300201,94366,20 00 54S,148 12 55E,"A, C, GOS, RBSN(S)"
BOWRAL (PARRY DRIVE),264300635,94747,34 29 13S,150 24 07E,GOS
BOXIAN,264288081,58102,33 47 29N,115 44 07E,"GOS, RBSN(S)"
BOZCAADA,264309797,17111,39 50 00N,026 04 00E,"C, GOS"
BOZOVICI,264307521,15364,44 55 06N,022 00 22E,GOS
BRADSHAW,264299965,94130,14 56 27S,130 48 33E,GOS
BRAGANCA (81685-0),264293923,81685,01 02 43S,046 46 58W,GOS
BRAGANCA (82145-0),264294217,82145,01 05 00S,046 56 00W,"GOS, RBSN(S)"
BRAGANCA (8575-0),264307279,8575,41 48 14N,006 44 34W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BRAGIN,264303455,33124,51 47 48N,030 14 51E,GOS
BRAIDWOOD RACECOURSE AWS,264300889,94927,35 25 31S,149 47 01E,GOS
BRAILA,264307493,15333,45 12 24N,027 55 11E,"AGRIMET, GOS"
BRAMHAPURI,264288987,42946,20 36 00N,079 51 00E,GOS
BRAMON,264309005,2368,62 13 15N,017 44 34E,GOS
BRAND,264303133,11304,47 06 11N,009 44 18E,GOS
BRANDELEV,264303927,6154,55 12 27N,011 51 37E,GOS
"BRANDON A, MAN",264296635,71140,49 54 36N,099 57 07W,"A, GOS, RBSN(S)"
"BRANDON RCS, MAN",264296627,71136,49 54 00N,099 57 00W,GOS
BRANDVLEI,264286597,68523,30 27 53S,020 28 42E,GOS
BRASILEIA,264294507,83010,11 01 00S,068 44 00W,GOS
BRASILIA (83377-0),264294677,83377,15 47 00S,047 56 00W,"GOS, CLIMAT(C), RBCN"
BRASILIA (86715-0),264295311,86715,15 47 22S,047 55 32W,GOS
BRASILIA (AERO),264294679,83378,15 52 00S,047 56 00W,"A, R, GOS, GUAN, RBSN(ST)"
BRASOV-GHIMBAV,264307465,15300,45 41 45N,025 31 34E,"A, AGRIMET, GOS"
BRAT' EV (MYS),264291777,25919,59 06 00N,153 20 00E,"GOS, RBSN(S)"
BRATA-SLETTOM,264306825,1360,61 53 47N,007 53 44E,GOS
BRATISLAVA-LETISKO,264308463,11816,48 10 13N,017 12 27E,"A, GOS"
BRATOLJUBOVKA,264292545,31521,50 47 00N,129 20 00E,"GOS, RBSN(S)"
BRATSK,264292263,30309,56 17 00N,101 45 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(ST)"
BRATSK II,264292261,30307,56 22 14N,101 41 54E,GOS
"BRATT'S LAKE CLIMATE, SASK",264297427,71569,50 12 02N,104 42 36W,"GOS, RBSN(S)"
"BRATT'S LAKE UA, SASK",264298131,71569,50 12 00N,104 42 00W,"WN, GOS"
BRATTMON,264309017,2413,60 45 25N,012 46 20E,GOS
BRAUNLAGE,264304997,10452,51 43 24N,010 36 08E,"GOS, CLIMAT(C)"
BRAUNSCHWEIG,264304937,10348,52 17 29N,010 26 47E,"AGRIMET, GOS, CLIMAT(C)"
BRAVICEA,264306303,33749,47 22 00N,028 26 00E,GOS
BRAZZAVILLE /MAYA-MAYA,264285237,64450,04 15 00S,015 15 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BREDY,264292733,35041,52 26 00N,060 21 00E,GOS
BREGENZ,264302957,11101,47 29 57N,009 44 46E,GOS
BREIDAVIK,264305525,4001,65 32 59N,024 21 04W,"C, GOS, GOS"
BREJO GRANDE,264295165,86618,10 28 24S,036 28 55W,GOS
BREMEN,264304881,10224,53 02 47N,008 47 58E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BREMERHAVEN,264304833,10129,53 31 59N,008 34 34E,"C, GOS, CLIMAT(C)"
BREMERVOERDE,264304843,10139,53 26 42N,009 08 21E,"GOS, CLIMAT(C)"
BRENNER NEU,264302983,11129,47 00 26N,011 30 39E,GOS
BRESCIA/GHEDI,264305737,16088,45 25 14N,010 16 53E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BREST (33008-0),264303443,33008,52 07 00N,023 41 09E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BREST (33008-1),264303457,33008,52 07 00N,023 41 09E,GOS
BREST-GUIPAVAS,264304459,7110,48 27 00N,004 23 00W,"A, R, GOS, CLIMAT(C), RBCN, RBSN(ST)"
"BRETON PLOTS, ALTA",264296801,71233,53 05 22N,114 26 27W,GOS
BREVES,264294225,82188,01 41 00S,050 29 00W,GOS
"BREVOORT ISLAND, NU",264296563,71097,63 20 23N,064 08 45W,GOS
BREWARRINA HOSPITAL,264301067,95512,29 57 41S,146 51 54E,GOS
BRIA,264285173,64655,06 32 00N,021 59 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BRIC DELLA CROCE,264305717,16061,45 02 00N,007 43 54E,"M, GOS, CLIMAT(C), RBCN, RBSN(S)"
BRICENI,264306291,33664,48 21 00N,027 05 00E,GOS
"BRIDGEPORT/IGOR I. SIKORSKY MEM., CT.",264299329,72504,41 10 00N,073 08 00W,"A, GOS"
BRIDGETOWN,264301155,95632,33 56 55S,116 07 52E,"GOS, CLIMAT(C), RBCN"
BRIDLINGTON MRSC,264310321,3292,54 05 38N,000 10 33W,"C, GOS"
BRIDPORT (SEA VIEW VILLAS),264301463,95973,41 00 09S,147 23 13E,GOS
BRIENZ,264309353,6656,46 44 27N,008 03 39E,GOS
BRIENZER ROTHORN,264309609,6847,46 47 14N,008 02 35E,GOS
BRIGNOGAN,264304453,7107,48 40 35N,004 19 52W,"C, GOS"
BRINDISI,264305937,16320,40 39 28N,017 57 06E,"A, RADAR, GOS, RBSN(S), WRO"
BRINDISI RDS,264306045,16320,40 39 37N,017 57 24E,"A, R, GOS, RBSN(T)"
BRISBANE,264300389,94576,27 28 51S,153 02 20E,GOS
BRISBANE AERO,264300391,94578,27 23 30S,153 07 45E,"A, R, RADAR, WR, GOS, CLIMAT(C), RBCN, RBSN(ST), WRO"
"BRISTOL-JOHNSON-KINGSPORT, TN, TRI-CITIES RGNL TN-VA ARPT",264299115,72335,36 28 48N,082 23 56W,"A, GOS, CLIMAT(C)"
BRIVE,264304599,7438,45 08 53N,001 28 28E,GOS
BRIZE NORTON,264310409,3649,51 45 30N,001 34 41W,"A, R, GOS"
BRJANSK,264307879,26898,53 15 00N,034 19 00E,GOS
BRNO/TURANY,264303777,11723,49 09 11N,016 41 20E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BROACH,264288915,42841,21 44 00N,073 00 00E,GOS
"BROADVIEW, SASK",264297899,71861,50 22 05N,102 34 15W,"GOS, RBSN(S)"
BROCKEN,264304999,10453,51 47 55N,010 37 06E,"M, GOS, CLIMAT(C), RBSN(S), RBCN"
"BROCKET AGDM, ALTA",264296995,71341,49 37 00N,113 49 00W,GOS
BROCKTON,264310579,89175,78 48 00S,174 40 00W,GOS
"BROCKVILLE CLIMATE, ONT",264296675,71161,44 38 07N,075 44 54W,GOS
BRODY,264310013,33297,50 06 00N,025 09 00E,GOS
BROEN,264309189,2603,56 51 45N,012 39 46E,GOS
BROHOVO,264291781,25927,59 39 00N,154 16 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BROKEN HILL (PATTON STREET),264300553,94689,31 58 33S,141 28 03E,"GOS, GSN, CLIMAT(C), RBCN"
BROKEN HILL AIRPORT AWS,264300557,94691,32 00 04S,141 28 10E,"A, GOS, RBSN(S)"
BRONNOYSUND AP,264306589,1112,65 27 24N,012 13 05E,GOS
"BROOKS, ALTA",264297215,71457,50 33 19N,111 50 56W,"GOS, RBSN(S)"
BROOKTON,264300459,94625,32 22 21S,117 00 26E,GOS
BROOME AIRPORT,264300013,94203,17 56 51S,122 14 07E,"A, R, RADAR, WR, GOS, GSN, GUAN, CLIMAT(C), RBCN, RBSN(ST), WRO"
BROTHERS ISLAND AWS,264302183,93586,41 06 11S,174 26 30E,GOS
"BROWNSVILLE/INT., TX",264298985,72250,25 55 00N,097 25 09W,"A, R, WT, GOS, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
"BROWNVALE AGCM, ALTA",264296895,71283,56 07 04N,117 53 11W,GOS
BROWSE ISLAND,264299933,94103,14 06 32S,123 32 50E,"C, GOS, RBSN(S)"
BRUCK/MUR,264303035,11175,47 24 20N,015 14 59E,GOS
BRUMADO,264295283,86696,14 10 54S,041 40 20W,GOS
BRUNEI AIRPORT,264301493,96315,04 56 00N,114 56 00E,"A, R, GOS, GUAN, CLIMAT(C), RBCN, RBSN(ST)"
BRUNETTE DOWNS,264300055,94242,18 38 13S,135 56 42E,GOS
BRUNNENKOGEL/OETZTALER ALPEN,264303151,11318,46 54 46N,010 51 42E,GOS
"BRUNSWICK/NAS, ME.",264299681,74392,43 53 00N,069 56 00W,"A, GOS"
BRUNT AWS,264310525,89020,75 35 00S,026 10 00W,"GOS, CLIMAT(C)"
BRUSSELS NATIONAL (AIRPORT),264303489,6451,50 53 47N,004 31 38E,"A, RADAR, GOS, WRO"
BUA CHUM,264293199,48418,15 16 00N,101 11 14E,"GOS, RBSN(S)"
BUBIAN ISLAND,264290641,40568,29 46 00N,048 22 00E,"C, GOS, CLIMAT(C)"
BUCARAMANGA/PALONEGRO,264295871,80094,07 06 00N,073 12 00W,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BUCHS / AARAU,264309309,6633,47 23 04N,008 04 46E,"AGRIMET, GOS"
BUCIN,264307373,15148,46 38 56N,025 17 47E,"M, GOS"
"BUCTOUCHE CDA CS, NB",264297571,71666,46 25 49N,064 46 05W,GOS
BUCURESTI AFUMATI,264307559,15421,44 30 00N,026 12 46E,GOS
BUCURESTI BANEASA,264307557,15420,44 30 38N,026 04 41E,GOS
BUCURESTI FILARET,264307561,15422,44 24 43N,026 05 38E,GOS
BUDAPEST/FERIHEGY INTL,264305479,12839,47 26 00N,019 16 00E,"A, GOS"
BUDAPEST/PESTSZENTLORINC,264305481,12843,47 26 00N,019 11 00E,"GOS, CLIMAT(C), RBCN, RBSN(ST)"
BUDAUN,264288491,42191,28 03 00N,079 07 00E,GOS
BUDENNOVSK,264308321,37061,44 47 00N,044 08 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BUECHEL (FLUGPLATZ),264305091,10613,50 10 29N,007 03 34E,GOS
BUECKEBURG,264304929,10335,52 16 54N,009 05 20E,"A, GOS"
BUENAVENTURA,264295907,80252,03 51 00N,076 58 00W,"A, GOS, CLIMAT(C), RBSN(S)"
BUENOS AIRES OBSERVATORIO,264293757,87585,34 35 00S,058 29 00W,"AGRIMET, GOS, CLIMAT(C), RBSN(S), CTBTO"
"BUFFALO NARROWS (AUT), SASK",264296529,71077,55 50 26N,108 25 14W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BUFFALO RANGE,264287217,67977,21 01 00S,031 35 00E,"A, GOS, RBCN, RBSN(S)"
"BUFFALO/GREATER BUFFALO INT., NY.",264299371,72528,42 56 28N,078 43 08W,"A, R, WT, GOS, CLIMAT(C), RBCN, RBSN(ST)"
BUFFALORA,264309539,6778,46 38 53N,010 16 02E,GOS
BUGOJNO,264303531,14544,44 03 44N,017 27 05E,"AGRIMET, GOS"
BUGRINO,264307635,22193,68 46 49N,049 18 04E,GOS
BUGSUK,264302489,98712,08 11 00N,117 18 00E,GOS
BUGT (50632-0),264287493,50632,48 46 00N,121 55 00E,"GOS, RBSN(S)"
BUGT (54226-0),264287733,54226,42 20 00N,120 42 00E,GOS
BUGUL'MA,264291947,28711,54 37 55N,052 48 03E,"GOS, RBSN(S)"
BUGUN,264290367,38313,43 43 00N,069 00 00E,GOS
BUGURUSLAN,264291969,28806,53 37 00N,052 27 00E,"GOS, RBSN(S)"
BUHARA,264293493,38683,39 43 00N,064 37 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BUHERA,264287179,67875,19 19 00S,031 26 00E,GOS
BUHOLMRASA LH,264306721,1259,64 24 05N,010 27 18E,GOS
BUHTA AMBARCIK,264291693,25034,69 37 00N,162 18 00E,"GOS, RBSN(S)"
BUHTA PROVIDENJA,264291745,25594,64 23 00N,173 14 00W,"GOS, GOS"
BUITENGAATS/BG-OHVS2,264306367,6214,54 02 13N,006 02 30E,"A, GOS"
BUJ,264307925,27242,58 29 00N,041 32 00E,"RBSN(S), GOS"
BUJNAKSK,264308359,37471,42 49 00N,047 07 00E,GOS
BUJUMBURA,264285111,64390,03 19 00S,029 19 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BUKAVU,264285311,64180,02 31 00S,028 51 00E,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BUKGANGNEUNG,264290471,47104,37 48 16N,128 51 19E,"GOS, RBSN(ST)"
BUKOBA,264286903,63729,01 20 00S,031 49 00E,"A, GOS, RBCN, RBSN(S)"
BULANDSHAHR,264288481,42183,28 24 00N,077 52 00E,GOS
BULAWAYO (GOETZ OBSY.),264287201,67964,20 09 00S,028 37 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BULAWAYO AIRPORT,264287203,67965,20 01 00S,028 37 00E,"A, GOS, RBCN, RBSN(S)"
BULDANA,264288973,42931,20 32 00N,076 14 00E,GOS
BULGA DOWNS,264300283,94444,28 29 48S,119 44 37E,GOS
BULGAN,264290795,44239,48 48 00N,103 33 00E,"GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BULKEN,264306793,1336,60 38 44N,006 13 19E,GOS
BULL BAY (LAURISTON),264301467,95975,43 05 25S,147 21 40E,GOS
BULLET / LA FRETAZ,264309281,6619,46 50 26N,006 34 35E,"AGRIMET, GOS"
"BULLHORN COULEE RESERVOIR, ALTA",264297863,71839,49 17 43N,113 21 31W,GOS
"BULLHORN HEADWATERS, ALTA",264296423,71016,49 09 09N,113 33 02W,GOS
BULMAN AWS,264299983,94143,13 40 17S,134 20 29E,GOS
BULOLO,264302315,92023,07 12 00S,146 39 00E,GOS
BULSAR,264288963,42915,20 37 00N,072 56 00E,GOS
BUMBA,264285267,64016,02 11 00N,022 33 00E,"A, GOS"
BUNBURY,264300431,94604,33 21 24S,115 38 41E,GOS
BUNDABERG AERO,264300233,94387,24 54 25S,152 19 25E,"A, GOS, CLIMAT(C), RBCN"
BUNDI,264288647,42450,25 27 00N,075 38 00E,GOS
BUNGER HILLS,264310759,89817,65 15 03S,100 36 00E,GOS
BUNIA,264285287,64076,01 30 00N,030 13 00E,"A, GOS, CLIMAT(C), RBCN, RBSN(S)"
BUNIA-RUAMPARA,264285289,64077,01 34 00N,030 13 00E,GOS
BUNJI,264291109,41518,35 40 00N,074 38 00E,"GOS, RBSN(S)"
BUOCHS,264309589,6806,46 58 37N,008 23 27E,"A, GOS, GOS"
BURAIMI,264291017,41244,24 14 02N,055 54 56E,"A, GOS"
BURAO,264286399,63175,09 31 00N,045 34 00E,"A, GOS, RBCN, RBSN(S)"
"BURBANK, CA",264299041,72288,34 12 02N,118 21 27W,GOS
BURDALYK,264293393,38806,38 28 00N,064 22 00E,"GOS, RBSN(S)"
BURDUR,264309899,17238,37 40 00N,030 20 00E,GOS
BURDWAN,264288819,42709,23 13 00N,087 53 00E,GOS
BURESJON,264308849,2135,65 33 34N,017 51 37E,GOS
BURFELL,264305597,4154,64 05 00N,019 44 00W,GOS
BURGAS,264303611,15655,42 30 00N,027 29 00E,"C, GOS, CLIMAT(C), RBSN(S)"
"BURGEO NL, NFLD",264296657,71152,47 37 00N,057 37 00W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
BURGOS/VILLAFRIA,264308591,8075,42 21 22N,003 37 17W,"A, GOS, CLIMAT(C), RBSN(S)"
BURIRAM,264293229,48437,15 14 05N,103 15 05E,"A, GOS, RBSN(S)"
BURITICUPU,264293989,81788,04 19 14S,046 26 59W,GOS
BURITIRAMA,264295149,86609,10 43 23S,043 39 04W,GOS
BURITIS (83383-0),264294683,83383,15 37 00S,046 25 00W,GOS
BURITIS (86718-0),264295315,86718,15 31 27S,046 26 08W,GOS
BURKETOWN AIRPORT,264300069,94260,17 44 54S,139 32 08E,"A, GOS, GSN, CLIMAT(C), RBCN"
"BURLINGTON PIERS (AUT), ONT",264297175,71437,43 18 00N,079 48 00W,GOS
"BURLINGTON, IA SOUTHEAST IOWA RGNL ARPT",264299395,72542,40 46 59N,091 07 30W,"A, GOS, CLIMAT(C)"
"BURLINGTON/INT., VT.",264299487,72617,44 28 00N,073 09 00W,"A, GOS, GSN, CLIMAT(C), RBCN, RBSN(S)"
BURNIE (ROUND HILL),264300931,94958,41 03 58S,145 56 35E,"C, GOS"
"BURNS LAKE DECKER LAKE, BC",264298055,71952,54 22 59N,125 57 31W,"GOS, CLIMAT(C), RBCN, RBSN(S)"
"BURNS, OR.",264299559,72683,43 35 00N,118 57 00W,"GOS, RBSN(S)"
BURRINJUCK DAM,264300863,94909,34 59 59S,148 35 54E,GOS
BURSA,264309803,17116,40 11 00N,029 04 00E,"RADAR, GOS, CLIMAT(C), RBCN, RBSN(S), WRO"
BURUKAN,264292505,31348,53 03 00N,136 02 00E,"GOS, RBSN(S)"
"BURWASH A, YT",264296393,71001,61 22 14N,139 02 24W,"A, GOS"
BUSAN,264290581,47159,35 06 17N,129 01 55E,"C, GOS, CLIMAT(C), RBCN, RBSN(S)"
BUSAYAH,264289613,40686,30 06 00N,046 07 00E,"GOS, RBSN(S)"
"BUSBY AGCM, ALTA",264296897,71284,53 55 51N,113 55 18W,GOS
BUSHEHR,264289483,40857,28 54 14N,050 49 16E,"GOS, RBSN(S)"
BUSHEHR (AIRPORT),264289485,40858,28 57 47N,050 49 09E,GOS
BUSHY PARK (BUSHY PARK ESTATES),264300943,94964,42 42 35S,146 53 54E,GOS
BUSSELTON AERO,264301119,95611,33 41 09S,115 24 03E,"A, GOS"
BUSSELTON JETTY,264301105,95602,33 37 52S,115 20 20E,GOS
BUST,264287305,40988,31 33 00N,064 22 00E,"A, GOS, RBSN(S)"
